pruning_iteration,sparsity_pct,weights_remaining_pct,test_accuracy,run_type,arch,seed
0,0.0,100.0,70.92,random_reinit,Conv-2,1
1,19.9103137136735,80.0896862863265,71.07,random_reinit,Conv-2,1
2,35.847544008452005,64.152455991548,70.82,random_reinit,Conv-2,1
3,48.60539150037945,51.39460849962055,70.65,random_reinit,Conv-2,1
4,58.81894223472166,41.18105776527833,70.24,random_reinit,Conv-2,1
5,66.99635804949185,33.00364195050816,69.14,random_reinit,Conv-2,1
6,73.54414981474041,26.45585018525959,68.8,random_reinit,Conv-2,1
7,78.78768432956862,21.21231567043138,67.12,random_reinit,Conv-2,1
8,82.98729688406767,17.01270311593232,67.5,random_reinit,Conv-2,1
9,86.3512650104906,13.648734989509398,66.35,random_reinit,Conv-2,1
10,89.04629443626028,10.953705563739714,65.83,random_reinit,Conv-2,1
11,91.20579624421529,8.79420375578471,63.34,random_reinit,Conv-2,1
12,92.93653650134667,7.063463498653334,62.66,random_reinit,Conv-2,1
13,94.32393736142731,5.676062638572683,62.48,random_reinit,Conv-2,1
14,95.43640164873592,4.56359835126408,59.97,random_reinit,Conv-2,1
15,96.32866092287546,3.671339077124533,58.22,random_reinit,Conv-2,1
16,97.04451903188846,2.9554809681115426,58.82,random_reinit,Conv-2,1
17,97.619037654569,2.3809623454310076,56.79,random_reinit,Conv-2,1
18,98.08032658512269,1.9196734148773118,55.62,random_reinit,Conv-2,1
19,98.45084575837389,1.549154241626118,53.3,random_reinit,Conv-2,1
20,98.7485910227222,1.2514089772778,43.81,random_reinit,Conv-2,1
