pruning_iteration,sparsity_pct,weights_remaining_pct,test_accuracy,run_type,arch,seed
0,0.0,100.0,83.34,winning_ticket,Conv-6,2
1,17.46943194361892,82.53056805638109,83.18,winning_ticket,Conv-6,2
2,31.824566244940698,68.1754337550593,83.68,winning_ticket,Conv-6,2
3,43.63125689904051,56.36874310095949,84.13,winning_ticket,Conv-6,2
4,53.350899351843985,46.64910064815601,83.24,winning_ticket,Conv-6,2
5,61.35984510769579,38.64015489230421,81.75,winning_ticket,Conv-6,2
6,67.96510146896493,32.03489853103507,80.94,winning_ticket,Conv-6,2
7,73.41777582010133,26.582224179898674,80.66,winning_ticket,Conv-6,2
8,77.92315884067816,22.07684115932184,80.37,winning_ticket,Conv-6,2
9,81.64908295830857,18.350917041691435,79.42,winning_ticket,Conv-6,2
10,84.73330785995302,15.266692140046983,78.56,winning_ticket,Conv-6,2
11,87.28856209844047,12.711437901559536,78.05,winning_ticket,Conv-6,2
12,89.40749624975234,10.592503750247657,77.21,winning_ticket,Conv-6,2
13,91.16622088251111,8.833779117488891,75.96,winning_ticket,Conv-6,2
14,92.62713693357108,7.372863066428915,73.7,winning_ticket,Conv-6,2
15,93.84185453284651,6.158145467153491,71.24,winning_ticket,Conv-6,2
16,94.85256396648836,5.147436033511648,68.53,winning_ticket,Conv-6,2
17,95.69429113243328,4.305708867566726,64.97,winning_ticket,Conv-6,2
18,96.39587048201297,3.6041295179870367,58.98,winning_ticket,Conv-6,2
19,96.98109486003793,3.018905139962073,49.73,winning_ticket,Conv-6,2
20,97.46959999716962,2.5304000028303757,46.32,winning_ticket,Conv-6,2
