pruning_iteration,sparsity_pct,weights_remaining_pct,test_accuracy,run_type,arch,seed
0,0.0,100.0,71.45,winning_ticket,Conv-2,2
1,19.9103137136735,80.0896862863265,70.85,winning_ticket,Conv-2,2
2,35.847544008452005,64.152455991548,71.66,winning_ticket,Conv-2,2
3,48.60539150037945,51.39460849962055,71.22,winning_ticket,Conv-2,2
4,58.81894223472166,41.18105776527833,70.87,winning_ticket,Conv-2,2
5,66.99635804949185,33.00364195050816,70.81,winning_ticket,Conv-2,2
6,73.54419631564066,26.45580368435933,70.79,winning_ticket,Conv-2,2
7,78.78770758001875,21.212292419981253,70.41,winning_ticket,Conv-2,2
8,82.9873201345178,17.0126798654822,70.37,winning_ticket,Conv-2,2
9,86.35128826094073,13.64871173905927,70.41,winning_ticket,Conv-2,2
10,89.04631768671042,10.953682313289585,70.05,winning_ticket,Conv-2,2
11,91.20581949466542,8.794180505334584,69.87,winning_ticket,Conv-2,2
12,92.93655975179679,7.0634402482032055,70.01,winning_ticket,Conv-2,2
13,94.32396061187744,5.676039388122554,69.38,winning_ticket,Conv-2,2
14,95.43642489918605,4.563575100813952,69.25,winning_ticket,Conv-2,2
15,96.3286841733256,3.671315826674405,69.12,winning_ticket,Conv-2,2
16,97.04454228233858,2.955457717661414,68.98,winning_ticket,Conv-2,2
17,97.61906090501911,2.380939094980879,69.1,winning_ticket,Conv-2,2
18,98.08034983557282,1.919650164427183,68.16,winning_ticket,Conv-2,2
19,98.45084575837389,1.549154241626118,67.68,winning_ticket,Conv-2,2
20,98.7485910227222,1.2514089772778,66.41,winning_ticket,Conv-2,2
