pruning_iteration,sparsity_pct,weights_remaining_pct,test_accuracy,run_type,arch,seed
0,0.0,100.0,81.22,winning_ticket,Conv-6,2
1,17.46943194361892,82.53056805638109,81.82,winning_ticket,Conv-6,2
2,31.824566244940698,68.1754337550593,82.45,winning_ticket,Conv-6,2
3,43.63125689904051,56.36874310095949,82.78,winning_ticket,Conv-6,2
4,53.350899351843985,46.64910064815601,82.44,winning_ticket,Conv-6,2
5,61.35984510769579,38.64015489230421,82.01,winning_ticket,Conv-6,2
6,67.96510146896493,32.03489853103507,81.61,winning_ticket,Conv-6,2
7,73.41777582010133,26.582224179898674,81.09,winning_ticket,Conv-6,2
8,77.92315884067816,22.07684115932184,80.18,winning_ticket,Conv-6,2
9,81.64912718292717,18.350872817072826,80.12,winning_ticket,Conv-6,2
10,84.73330785995302,15.266692140046983,78.85,winning_ticket,Conv-6,2
11,87.28856209844047,12.711437901559536,78.49,winning_ticket,Conv-6,2
12,89.40749624975234,10.592503750247657,77.65,winning_ticket,Conv-6,2
13,91.16622088251111,8.833779117488891,76.33,winning_ticket,Conv-6,2
14,92.62713693357108,7.372863066428915,75.88,winning_ticket,Conv-6,2
15,93.84176608360929,6.158233916390705,73.69,winning_ticket,Conv-6,2
16,94.85251974186974,5.147480258130254,71.74,winning_ticket,Conv-6,2
17,95.69424690781466,4.305753092185333,70.91,winning_ticket,Conv-6,2
18,96.39582625739436,3.604173742605644,70.21,winning_ticket,Conv-6,2
19,96.98105063541932,3.01894936458068,67.23,winning_ticket,Conv-6,2
20,97.46959999716962,2.5304000028303757,67.08,winning_ticket,Conv-6,2
